# example_1
0 1.56E-12
0.02 3.62E-12
0.04 1.04E-11
0.06 1.36E-11
0.08 1.96E-11
0.1 2.53E-11
0.12 3.09E-11
0.14 3.59E-11
0.16 4.54E-11
0.18 5.30E-11
0.2 6.25E-11
0.22 6.47E-11
0.24 7.87E-11
0.26 8.96E-11
0.28 1.05E-10
0.3 1.35E-10
0.32 1.02E-10
0.34 1.10E-10
0.36 1.24E-10
0.38 1.87E-10
0.4 1.92E-10
0.42 2.25E-10
0.44 2.55E-10
0.46 3.08E-10
0.48 4.75E-10
0.5 4.93E-09
0.52 4.14E-09
0.54 3.64E-09
0.56 4.13E-09
0.58 2.65E-05
0.6 1.83E-05
0.62 2.11E-05
0.64 2.25E-05
0.66 2.40E-05
0.68 2.90E-05
0.7 3.20E-05
0.72 3.44E-05
0.74 4.52E-05
0.76 4.51E-05
0.78 4.83E-05
0.8 5.19E-05
0.82 7.55E-05
0.84 8.69E-05
0.86 8.80E-05
0.88 9.50E-05
0.9 9.92E-05
0.92 1.00E-04
0.94 1.00E-04
0.96 1.00E-04
0.98 1.00E-04
1 1.00E-04
1.02 1.00E-04
1.04 1.00E-04
1.06 1.00E-04
1.08 1.00E-04
1.1 1.00E-04
1.12 1.00E-04
1.12 1.00E-04
1.1 1.00E-04
1.08 1.00E-04
1.06 1.00E-04
1.04 1.00E-04
1.02 1.00E-04
1 1.00E-04
0.98 1.00E-04
0.96 1.00E-04
0.94 1.00E-04
0.92 1.00E-04
0.9 1.00E-04
0.88 1.00E-04
0.86 1.00E-04
0.84 1.00E-04
0.82 1.00E-04
0.8 1.00E-04
0.78 1.00E-04
0.76 1.00E-04
0.74 1.00E-04
0.72 1.00E-04
0.7 1.00E-04
0.68 1.00E-04
0.66 1.00E-04
0.64 1.00E-04
0.62 1.00E-04
0.6 1.00E-04
0.58 1.00E-04
0.56 1.00E-04
0.54 1.00E-04
0.52 1.00E-04
0.5 1.00E-04
0.48 1.00E-04
0.46 1.00E-04
0.44 1.00E-04
0.42 1.00E-04
0.4 1.00E-04
0.38 1.00E-04
0.36 1.00E-04
0.34 1.00E-04
0.32 1.00E-04
0.3 9.62E-05
0.28 8.98E-05
0.26 8.34E-05
0.24 7.70E-05
0.22 7.02E-05
0.2 6.38E-05
0.18 5.68E-05
0.16 5.03E-05
0.14 4.37E-05
0.12 3.74E-05
0.1 3.08E-05
0.08 2.45E-05
0.06 1.84E-05
0.04 1.23E-05
0.02 6.19E-06
0 1.18E-07
0 9.30E-08
-0.02 4.65E-06
-0.04 9.30E-06
-0.06 1.42E-05
-0.08 1.84E-05
-0.1 2.26E-05
-0.12 2.60E-05
-0.14 2.98E-05
-0.16 3.10E-05
-0.18 8.93E-07
-0.2 3.88E-10
-0.22 4.48E-10
-0.24 5.21E-10
-0.26 5.28E-10
-0.28 5.92E-10
-0.3 4.99E-10
-0.32 1.69E-10
-0.34 1.77E-10
-0.36 1.89E-10
-0.38 2.14E-10
-0.4 2.25E-10
-0.42 2.22E-10
-0.44 2.30E-10
-0.46 2.37E-10
-0.48 2.61E-10
-0.5 2.79E-10
-0.52 3.03E-10
-0.54 3.09E-10
-0.56 3.07E-10
-0.58 3.25E-10
-0.58 3.10E-10
-0.56 2.69E-10
-0.54 2.64E-10
-0.52 2.47E-10
-0.5 2.21E-10
-0.48 2.09E-10
-0.46 1.72E-10
-0.44 1.64E-10
-0.42 1.52E-10
-0.4 1.32E-10
-0.38 1.18E-10
-0.36 1.04E-10
-0.34 8.89E-11
-0.32 8.64E-11
-0.3 7.14E-11
-0.28 6.29E-11
-0.26 5.42E-11
-0.24 4.76E-11
-0.22 3.97E-11
-0.2 3.74E-11
-0.18 3.02E-11
-0.16 2.91E-11
-0.14 2.02E-11
-0.12 1.94E-11
-0.1 1.33E-11
-0.08 1.48E-11
-0.06 5.96E-12
-0.04 5.78E-12
-0.02 1.34E-12
0 2.81E-13
